"","YEAR","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","ORIGIN_AIRPORT_ID","OP_CARRIER","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","DEST","DEST_CITY_NAME","DEST_STATE_ABR","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","CRS_ARR_TIME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","CANCELLED","DIVERTED","DISTANCE","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY","AIRLINE_NAME","AIRPORT_NAME"
"1",2019,1,31,4,12391,"WN","ISP","Islip, NY","NY","FLL","Fort Lauderdale, FL","FL",1550,1546,-4,0,0,1900,1854,-6,0,0,0,0,1092,0,0,0,0,0,"Southwest Airlines Co.","Islip, NY: Long Island MacArthur"
"2",2019,1,28,1,14843,"WN","SJU","San Juan, PR","PR","BWI","Baltimore, MD","MD",1610,1607,-3,0,0,1930,1902,-28,0,0,0,0,1565,0,0,0,0,0,"Southwest Airlines Co.","San Juan, PR: Luis Munoz Marin International"
"3",2019,1,25,5,11996,"OO","GSP","Greer, SC","SC","LGA","New York, NY","NY",1215,1420,125,125,1,1414,1559,105,105,1,0,0,610,0,0,0,0,105,"SkyWest Airlines Inc.","Greer, SC: Greenville-Spartanburg International"
"4",2019,1,29,2,15016,"WN","STL","St. Louis, MO","MO","BOS","Boston, MA","MA",1940,1932,-8,0,0,2310,2246,-24,0,0,0,0,1047,0,0,0,0,0,"Southwest Airlines Co.","St. Louis, MO: St Louis Lambert International"
"5",2019,1,22,2,10631,"OO","BJI","Bemidji, MN","MN","MSP","Minneapolis, MN","MN",1319,1315,-4,0,0,1433,1433,0,0,0,0,0,199,0,0,0,0,0,"SkyWest Airlines Inc.","Bemidji, MN: Bemidji Regional"
"6",2019,1,29,2,11292,"WN","DEN","Denver, CO","CO","DAL","Dallas, TX","TX",1910,1907,-3,0,0,2210,2144,-26,0,0,0,0,651,0,0,0,0,0,"Southwest Airlines Co.","Denver, CO: Denver International"
"7",2019,1,4,5,12892,"B6","LAX","Los Angeles, CA","CA","JFK","New York, NY","NY",2114,2114,0,0,0,525,534,9,9,0,0,0,2475,0,0,0,0,0,"JetBlue Airways","Los Angeles, CA: Los Angeles International"
"8",2019,1,30,3,12478,"DL","JFK","New York, NY","NY","RSW","Fort Myers, FL","FL",1029,1023,-6,0,0,1350,1343,-7,0,0,0,0,1074,0,0,0,0,0,"Delta Air Lines Inc.","New York, NY: John F. Kennedy International"
"9",2019,1,22,2,14570,"WN","RNO","Reno, NV","NV","SAN","San Diego, CA","CA",1100,1057,-3,0,0,1230,1209,-21,0,0,0,0,488,0,0,0,0,0,"Southwest Airlines Co.","Reno, NV: Reno/Tahoe International"
"10",2019,1,4,5,11986,"UA","GRR","Grand Rapids, MI","MI","DEN","Denver, CO","CO",913,907,-6,0,0,1020,951,-29,0,0,0,0,1015,0,0,0,0,0,"United Air Lines Inc.","Grand Rapids, MI: Gerald R. Ford International"
"11",2019,1,8,2,10747,"OO","BRO","Brownsville, TX","TX","DFW","Dallas/Fort Worth, TX","TX",600,1151,351,351,1,742,1330,348,348,1,0,0,482,327,0,0,0,21,"SkyWest Airlines Inc.","Brownsville, TX: Brownsville South Padre Island International"
"12",2019,1,21,1,11697,"UA","FLL","Fort Lauderdale, FL","FL","IAD","Washington, DC","VA",900,858,-2,0,0,1132,1127,-5,0,0,0,0,901,0,0,0,0,0,"United Air Lines Inc.","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International"
"13",2019,1,27,7,10423,"AS","AUS","Austin, TX","TX","SFO","San Francisco, CA","CA",1910,1903,-7,0,0,2105,2100,-5,0,0,0,0,1504,0,0,0,0,0,"Alaska Airlines Inc.","Austin, TX: Austin - Bergstrom International"
"14",2019,1,15,2,13485,"OO","MSN","Madison, WI","WI","MSP","Minneapolis, MN","MN",1526,1548,22,22,1,1647,1721,34,34,1,0,0,228,0,0,12,0,22,"SkyWest Airlines Inc.","Madison, WI: Dane County Regional-Truax Field"
"15",2019,1,7,1,11278,"B6","DCA","Washington, DC","VA","JAX","Jacksonville, FL","FL",942,1151,129,129,1,1158,1344,106,106,1,0,0,634,7,0,0,0,99,"JetBlue Airways","Washington, DC: Ronald Reagan Washington National"
"16",2019,1,8,2,10821,"WN","BWI","Baltimore, MD","MD","SAN","San Diego, CA","CA",1505,1506,1,1,0,1800,1746,-14,0,0,0,0,2295,0,0,0,0,0,"Southwest Airlines Co.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
"17",2019,1,15,2,13487,"OO","MSP","Minneapolis, MN","MN","BDL","Hartford, CT","CT",1245,1242,-3,0,0,1637,1630,-7,0,0,0,0,1050,0,0,0,0,0,"SkyWest Airlines Inc.","Minneapolis, MN: Minneapolis-St Paul International"
"18",2019,1,19,6,12889,"WN","LAS","Las Vegas, NV","NV","OAK","Oakland, CA","CA",1205,1202,-3,0,0,1340,1327,-13,0,0,0,0,407,0,0,0,0,0,"Southwest Airlines Co.","Las Vegas, NV: McCarran International"
"19",2019,1,3,4,14771,"AS","SFO","San Francisco, CA","CA","PDX","Portland, OR","OR",1015,1046,31,31,1,1159,1221,22,22,1,0,0,550,0,0,0,0,22,"Alaska Airlines Inc.","San Francisco, CA: San Francisco International"
"20",2019,1,17,4,14771,"OO","SFO","San Francisco, CA","CA","SNA","Santa Ana, CA","CA",2100,2102,2,2,0,2235,2236,1,1,0,0,0,372,0,0,0,0,0,"SkyWest Airlines Inc.","San Francisco, CA: San Francisco International"
"21",2019,1,30,3,11618,"UA","EWR","Newark, NJ","NJ","PIT","Pittsburgh, PA","PA",1600,1808,128,128,1,1723,1948,145,145,1,0,0,319,0,3,17,0,125,"United Air Lines Inc.","Newark, NJ: Newark Liberty International"
"22",2019,1,9,3,12266,"UA","IAH","Houston, TX","TX","MCO","Orlando, FL","FL",1440,1441,1,1,0,1756,1749,-7,0,0,0,0,854,0,0,0,0,0,"United Air Lines Inc.","Houston, TX: George Bush Intercontinental/Houston"
"23",2019,1,25,5,14893,"WN","SMF","Sacramento, CA","CA","LAX","Los Angeles, CA","CA",1820,1817,-3,0,0,1945,1937,-8,0,0,0,0,373,0,0,0,0,0,"Southwest Airlines Co.","Sacramento, CA: Sacramento International"
"24",2019,1,16,3,11292,"UA","DEN","Denver, CO","CO","PHL","Philadelphia, PA","PA",1756,1753,-3,0,0,2324,2320,-4,0,0,0,0,1558,0,0,0,0,0,"United Air Lines Inc.","Denver, CO: Denver International"
"25",2019,1,3,4,14771,"OO","SFO","San Francisco, CA","CA","ACV","Arcata/Eureka, CA","CA",830,825,-5,0,0,951,953,2,2,0,0,0,250,0,0,0,0,0,"SkyWest Airlines Inc.","San Francisco, CA: San Francisco International"
"26",2019,1,3,4,13930,"MQ","ORD","Chicago, IL","IL","LEX","Lexington, KY","KY",2056,2119,23,23,1,2309,2335,26,26,1,0,0,323,17,0,3,0,6,"Envoy Air","Chicago, IL: Chicago O'Hare International"
"27",2019,1,1,2,11298,"AA","DFW","Dallas/Fort Worth, TX","TX","RDU","Raleigh/Durham, NC","NC",1905,1858,-7,0,0,2243,2221,-22,0,0,0,0,1061,0,0,0,0,0,"American Airlines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International"
"28",2019,1,13,7,12892,"OO","LAX","Los Angeles, CA","CA","MTJ","Montrose/Delta, CO","CO",1240,1233,-7,0,0,1543,1547,4,4,0,0,0,666,0,0,0,0,0,"SkyWest Airlines Inc.","Los Angeles, CA: Los Angeles International"
"29",2019,1,30,3,11252,"DL","DAB","Daytona Beach, FL","FL","ATL","Atlanta, GA","GA",1153,1153,0,0,0,1323,1319,-4,0,0,0,0,366,0,0,0,0,0,"Delta Air Lines Inc.","Daytona Beach, FL: Daytona Beach International"
"30",2019,1,19,6,11292,"WN","DEN","Denver, CO","CO","MCO","Orlando, FL","FL",1740,1732,-8,0,0,2305,2247,-18,0,0,0,0,1546,0,0,0,0,0,"Southwest Airlines Co.","Denver, CO: Denver International"
"31",2019,1,21,1,14771,"OO","SFO","San Francisco, CA","CA","SUN","Sun Valley/Hailey/Ketchum, ID","ID",845,845,0,0,0,1153,1143,-10,0,0,0,0,587,0,0,0,0,0,"SkyWest Airlines Inc.","San Francisco, CA: San Francisco International"
"32",2019,1,7,1,10397,"WN","ATL","Atlanta, GA","GA","DAL","Dallas, TX","TX",1955,2016,21,21,1,2125,2135,10,10,0,0,0,721,0,0,0,0,0,"Southwest Airlines Co.","Atlanta, GA: Hartsfield-Jackson Atlanta International"
"33",2019,1,17,4,10821,"WN","BWI","Baltimore, MD","MD","STL","St. Louis, MO","MO",850,849,-1,0,0,1020,1010,-10,0,0,0,0,738,0,0,0,0,0,"Southwest Airlines Co.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
"34",2019,1,8,2,12892,"OO","LAX","Los Angeles, CA","CA","TUS","Tucson, AZ","AZ",1925,1924,-1,0,0,2151,2149,-2,0,0,0,0,451,0,0,0,0,0,"SkyWest Airlines Inc.","Los Angeles, CA: Los Angeles International"
"35",2019,1,20,7,11986,"OO","GRR","Grand Rapids, MI","MI","DTW","Detroit, MI","MI",1030,1024,-6,0,0,1136,1111,-25,0,0,0,0,120,0,0,0,0,0,"SkyWest Airlines Inc.","Grand Rapids, MI: Gerald R. Ford International"
"36",2019,1,9,3,15096,"YX","SYR","Syracuse, NY","NY","EWR","Newark, NJ","NJ",615,615,0,0,0,746,737,-9,0,0,0,0,195,0,0,0,0,0,"Republic Airline","Syracuse, NY: Syracuse Hancock International"
"37",2019,1,11,5,13204,"AA","MCO","Orlando, FL","FL","DFW","Dallas/Fort Worth, TX","TX",547,542,-5,0,0,745,742,-3,0,0,0,0,985,0,0,0,0,0,"American Airlines Inc.","Orlando, FL: Orlando International"
"38",2019,1,22,2,13204,"AA","MCO","Orlando, FL","FL","JFK","New York, NY","NY",937,933,-4,0,0,1210,1150,-20,0,0,0,0,944,0,0,0,0,0,"American Airlines Inc.","Orlando, FL: Orlando International"
"39",2019,1,18,5,13204,"UA","MCO","Orlando, FL","FL","ORD","Chicago, IL","IL",1455,1502,7,7,0,1652,1653,1,1,0,0,0,1005,0,0,0,0,0,"United Air Lines Inc.","Orlando, FL: Orlando International"
"40",2019,1,28,1,14771,"B6","SFO","San Francisco, CA","CA","JFK","New York, NY","NY",2359,140,101,101,1,824,936,72,72,1,0,0,2586,0,0,0,0,72,"JetBlue Airways","San Francisco, CA: San Francisco International"
"41",2019,1,26,6,14893,"AA","SMF","Sacramento, CA","CA","PHX","Phoenix, AZ","AZ",1622,1615,-7,0,0,1910,1857,-13,0,0,0,0,647,0,0,0,0,0,"American Airlines Inc.","Sacramento, CA: Sacramento International"
"42",2019,1,30,3,10397,"DL","ATL","Atlanta, GA","GA","PNS","Pensacola, FL","FL",1355,1351,-4,0,0,1409,1404,-5,0,0,0,0,271,0,0,0,0,0,"Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International"
"43",2019,1,27,7,10721,"AA","BOS","Boston, MA","MA","DCA","Washington, DC","VA",900,848,-12,0,0,1047,1033,-14,0,0,0,0,399,0,0,0,0,0,"American Airlines Inc.","Boston, MA: Logan International"
"44",2019,1,30,3,11298,"AA","DFW","Dallas/Fort Worth, TX","TX","MKE","Milwaukee, WI","WI",1537,1532,-5,0,0,1749,1757,8,8,0,0,0,853,0,0,0,0,0,"American Airlines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International"
"45",2019,1,2,3,12266,"UA","IAH","Houston, TX","TX","MCO","Orlando, FL","FL",740,733,-7,0,0,1052,1053,1,1,0,0,0,854,0,0,0,0,0,"United Air Lines Inc.","Houston, TX: George Bush Intercontinental/Houston"
"46",2019,1,1,2,14893,"DL","SMF","Sacramento, CA","CA","MSP","Minneapolis, MN","MN",905,903,-2,0,0,1434,1442,8,8,0,0,0,1517,0,0,0,0,0,"Delta Air Lines Inc.","Sacramento, CA: Sacramento International"
"47",2019,1,22,2,14747,"UA","SEA","Seattle, WA","WA","IAD","Washington, DC","VA",2310,2319,9,9,0,653,649,-4,0,0,0,0,2306,0,0,0,0,0,"United Air Lines Inc.","Seattle, WA: Seattle/Tacoma International"
"48",2019,1,13,7,15016,"AA","STL","St. Louis, MO","MO","LAX","Los Angeles, CA","CA",1640,1637,-3,0,0,1850,1845,-5,0,0,0,0,1592,0,0,0,0,0,"American Airlines Inc.","St. Louis, MO: St Louis Lambert International"
"49",2019,1,31,4,12982,"AS","LIH","Lihue, HI","HI","PDX","Portland, OR","OR",1230,1222,-8,0,0,1955,1942,-13,0,0,0,0,2631,0,0,0,0,0,"Alaska Airlines Inc.","Lihue, HI: Lihue Airport"
"50",2019,1,8,2,11697,"UA","FLL","Fort Lauderdale, FL","FL","EWR","Newark, NJ","NJ",1104,1102,-2,0,0,1400,1358,-2,0,0,0,0,1065,0,0,0,0,0,"United Air Lines Inc.","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International"
"51",2019,1,6,7,13796,"WN","OAK","Oakland, CA","CA","SNA","Santa Ana, CA","CA",1910,1928,18,18,1,2040,2043,3,3,0,0,0,371,0,0,0,0,0,"Southwest Airlines Co.","Oakland, CA: Metropolitan Oakland International"
"52",2019,1,4,5,11298,"AA","DFW","Dallas/Fort Worth, TX","TX","JAX","Jacksonville, FL","FL",1020,1024,4,4,0,1333,1332,-1,0,0,0,0,918,0,0,0,0,0,"American Airlines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International"
"53",2019,1,26,6,13577,"YX","MYR","Myrtle Beach, SC","SC","DCA","Washington, DC","VA",1205,1156,-9,0,0,1334,1304,-30,0,0,0,0,372,0,0,0,0,0,"Republic Airline","Myrtle Beach, SC: Myrtle Beach International"
"54",2019,1,15,2,12953,"WN","LGA","New York, NY","NY","STL","St. Louis, MO","MO",735,732,-3,0,0,935,925,-10,0,0,0,0,888,0,0,0,0,0,"Southwest Airlines Co.","New York, NY: LaGuardia"
"55",2019,1,31,4,10397,"B6","ATL","Atlanta, GA","GA","BOS","Boston, MA","MA",1326,1358,32,32,1,1601,1626,25,25,1,0,0,946,11,0,0,0,14,"JetBlue Airways","Atlanta, GA: Hartsfield-Jackson Atlanta International"
"56",2019,1,23,3,12892,"DL","LAX","Los Angeles, CA","CA","JFK","New York, NY","NY",1140,1135,-5,0,0,2013,1953,-20,0,0,0,0,2475,0,0,0,0,0,"Delta Air Lines Inc.","Los Angeles, CA: Los Angeles International"
"57",2019,1,7,1,14107,"AA","PHX","Phoenix, AZ","AZ","LAS","Las Vegas, NV","NV",1555,1552,-3,0,0,1602,1627,25,25,1,0,0,255,0,0,25,0,0,"American Airlines Inc.","Phoenix, AZ: Phoenix Sky Harbor International"
"58",2019,1,19,6,14771,"OO","SFO","San Francisco, CA","CA","STL","St. Louis, MO","MO",1145,1139,-6,0,0,1755,1741,-14,0,0,0,0,1735,0,0,0,0,0,"SkyWest Airlines Inc.","San Francisco, CA: San Francisco International"
"59",2019,1,30,3,14771,"WN","SFO","San Francisco, CA","CA","LAX","Los Angeles, CA","CA",1950,1944,-6,0,0,2120,2102,-18,0,0,0,0,337,0,0,0,0,0,"Southwest Airlines Co.","San Francisco, CA: San Francisco International"
"60",2019,1,13,7,15096,"UA","SYR","Syracuse, NY","NY","ORD","Chicago, IL","IL",700,704,4,4,0,830,818,-12,0,0,0,0,607,0,0,0,0,0,"United Air Lines Inc.","Syracuse, NY: Syracuse Hancock International"
"61",2019,1,5,6,11298,"AA","DFW","Dallas/Fort Worth, TX","TX","FAT","Fresno, CA","CA",1140,1136,-4,0,0,1312,1317,5,5,0,0,0,1313,0,0,0,0,0,"American Airlines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International"
"62",2019,1,16,3,13851,"OO","OKC","Oklahoma City, OK","OK","SFO","San Francisco, CA","CA",745,735,-10,0,0,955,950,-5,0,0,0,0,1384,0,0,0,0,0,"SkyWest Airlines Inc.","Oklahoma City, OK: Will Rogers World"
"63",2019,1,4,5,11618,"UA","EWR","Newark, NJ","NJ","IAD","Washington, DC","VA",2001,2000,-1,0,0,2120,2107,-13,0,0,0,0,212,0,0,0,0,0,"United Air Lines Inc.","Newark, NJ: Newark Liberty International"
"64",2019,1,6,7,11298,"AA","DFW","Dallas/Fort Worth, TX","TX","JFK","New York, NY","NY",1021,1024,3,3,0,1446,1452,6,6,0,0,0,1391,0,0,0,0,0,"American Airlines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International"
"65",2019,1,13,7,11292,"WN","DEN","Denver, CO","CO","STL","St. Louis, MO","MO",1555,1610,15,15,1,1850,1901,11,11,0,0,0,770,0,0,0,0,0,"Southwest Airlines Co.","Denver, CO: Denver International"
"66",2019,1,26,6,11066,"WN","CMH","Columbus, OH","OH","DCA","Washington, DC","VA",945,945,0,0,0,1100,1107,7,7,0,0,0,323,0,0,0,0,0,"Southwest Airlines Co.","Columbus, OH: John Glenn Columbus International"
"67",2019,1,10,4,12892,"DL","LAX","Los Angeles, CA","CA","LAS","Las Vegas, NV","NV",1045,1039,-6,0,0,1209,1151,-18,0,0,0,0,236,0,0,0,0,0,"Delta Air Lines Inc.","Los Angeles, CA: Los Angeles International"
"68",2019,1,6,7,13487,"OO","MSP","Minneapolis, MN","MN","LSE","La Crosse, WI","WI",1426,1424,-2,0,0,1542,1511,-31,0,0,0,0,119,0,0,0,0,0,"SkyWest Airlines Inc.","Minneapolis, MN: Minneapolis-St Paul International"
"69",2019,1,30,3,11278,"WN","DCA","Washington, DC","VA","MSY","New Orleans, LA","LA",1225,1223,-2,0,0,1415,1420,5,5,0,0,0,969,0,0,0,0,0,"Southwest Airlines Co.","Washington, DC: Ronald Reagan Washington National"
"70",2019,1,18,5,13487,"OO","MSP","Minneapolis, MN","MN","IAH","Houston, TX","TX",1442,1442,0,0,0,1759,1808,9,9,0,0,0,1034,0,0,0,0,0,"SkyWest Airlines Inc.","Minneapolis, MN: Minneapolis-St Paul International"
"71",2019,1,21,1,11298,"MQ","DFW","Dallas/Fort Worth, TX","TX","FSM","Fort Smith, AR","AR",1830,1825,-5,0,0,1931,1927,-4,0,0,0,0,227,0,0,0,0,0,"Envoy Air","Dallas/Fort Worth, TX: Dallas/Fort Worth International"
"72",2019,1,24,4,12892,"B6","LAX","Los Angeles, CA","CA","JFK","New York, NY","NY",1409,1435,26,26,1,2225,2243,18,18,1,0,0,2475,0,0,18,0,0,"JetBlue Airways","Los Angeles, CA: Los Angeles International"
"73",2019,1,9,3,14771,"OO","SFO","San Francisco, CA","CA","SLC","Salt Lake City, UT","UT",1655,1645,-10,0,0,1954,1935,-19,0,0,0,0,599,0,0,0,0,0,"SkyWest Airlines Inc.","San Francisco, CA: San Francisco International"
"74",2019,1,24,4,14100,"AA","PHL","Philadelphia, PA","PA","RSW","Fort Myers, FL","FL",1815,1825,10,10,0,2120,2120,0,0,0,0,0,993,0,0,0,0,0,"American Airlines Inc.","Philadelphia, PA: Philadelphia International"
"75",2019,1,9,3,12478,"DL","JFK","New York, NY","NY","SLC","Salt Lake City, UT","UT",645,641,-4,0,0,1026,947,-39,0,0,0,0,1990,0,0,0,0,0,"Delta Air Lines Inc.","New York, NY: John F. Kennedy International"
"76",2019,1,8,2,11057,"YX","CLT","Charlotte, NC","NC","ORD","Chicago, IL","IL",730,725,-5,0,0,850,828,-22,0,0,0,0,599,0,0,0,0,0,"Republic Airline","Charlotte, NC: Charlotte Douglas International"
"77",2019,1,10,4,13296,"WN","MHT","Manchester, NH","NH","BWI","Baltimore, MD","MD",1155,1148,-7,0,0,1335,1314,-21,0,0,0,0,377,0,0,0,0,0,"Southwest Airlines Co.","Manchester, NH: Manchester-Boston Regional"
"78",2019,1,2,3,12478,"DL","JFK","New York, NY","NY","ATL","Atlanta, GA","GA",1520,1522,2,2,0,1815,1749,-26,0,0,0,0,760,0,0,0,0,0,"Delta Air Lines Inc.","New York, NY: John F. Kennedy International"
"79",2019,1,21,1,15376,"WN","TUS","Tucson, AZ","AZ","LAS","Las Vegas, NV","NV",1855,1849,-6,0,0,1910,1902,-8,0,0,0,0,365,0,0,0,0,0,"Southwest Airlines Co.","Tucson, AZ: Tucson International"
"80",2019,1,31,4,14747,"DL","SEA","Seattle, WA","WA","DTW","Detroit, MI","MI",2255,2312,17,17,1,610,602,-8,0,0,0,0,1927,0,0,0,0,0,"Delta Air Lines Inc.","Seattle, WA: Seattle/Tacoma International"
"81",2019,1,15,2,11292,"WN","DEN","Denver, CO","CO","SLC","Salt Lake City, UT","UT",1850,1852,2,2,0,2025,2010,-15,0,0,0,0,391,0,0,0,0,0,"Southwest Airlines Co.","Denver, CO: Denver International"
"82",2019,1,28,1,15016,"WN","STL","St. Louis, MO","MO","MDW","Chicago, IL","IL",850,1009,79,79,1,1005,1108,63,63,1,0,0,251,0,0,63,0,0,"Southwest Airlines Co.","St. Louis, MO: St Louis Lambert International"
"83",2019,1,25,5,12892,"AA","LAX","Los Angeles, CA","CA","IND","Indianapolis, IN","IN",2257,2256,-1,0,0,600,606,6,6,0,0,0,1814,0,0,0,0,0,"American Airlines Inc.","Los Angeles, CA: Los Angeles International"
"84",2019,1,19,6,12478,"AA","JFK","New York, NY","NY","DFW","Dallas/Fort Worth, TX","TX",630,631,1,1,0,942,1019,37,37,1,0,0,1391,1,0,36,0,0,"American Airlines Inc.","New York, NY: John F. Kennedy International"
"85",2019,1,30,3,10721,"AA","BOS","Boston, MA","MA","LAX","Los Angeles, CA","CA",1201,1203,2,2,0,1543,1510,-33,0,0,0,0,2611,0,0,0,0,0,"American Airlines Inc.","Boston, MA: Logan International"
"86",2019,1,27,7,12892,"AA","LAX","Los Angeles, CA","CA","LAS","Las Vegas, NV","NV",1950,1956,6,6,0,2104,2103,-1,0,0,0,0,236,0,0,0,0,0,"American Airlines Inc.","Los Angeles, CA: Los Angeles International"
"87",2019,1,19,6,15304,"WN","TPA","Tampa, FL","FL","MHT","Manchester, NH","NH",1145,1150,5,5,0,1440,1431,-9,0,0,0,0,1204,0,0,0,0,0,"Southwest Airlines Co.","Tampa, FL: Tampa International"
"88",2019,1,25,5,14057,"WN","PDX","Portland, OR","OR","SMF","Sacramento, CA","CA",2005,1958,-7,0,0,2130,2116,-14,0,0,0,0,479,0,0,0,0,0,"Southwest Airlines Co.","Portland, OR: Portland International"
"89",2019,1,11,5,15016,"WN","STL","St. Louis, MO","MO","DEN","Denver, CO","CO",1820,1926,66,66,1,1945,2105,80,80,1,0,0,770,0,66,14,0,0,"Southwest Airlines Co.","St. Louis, MO: St Louis Lambert International"
"90",2019,1,27,7,10713,"WN","BOI","Boise, ID","ID","OAK","Oakland, CA","CA",830,826,-4,0,0,915,905,-10,0,0,0,0,512,0,0,0,0,0,"Southwest Airlines Co.","Boise, ID: Boise Air Terminal"
"91",2019,1,26,6,14771,"OO","SFO","San Francisco, CA","CA","TUS","Tucson, AZ","AZ",1910,1904,-6,0,0,2218,2156,-22,0,0,0,0,751,0,0,0,0,0,"SkyWest Airlines Inc.","San Francisco, CA: San Francisco International"
"92",2019,1,9,3,12264,"AA","IAD","Washington, DC","VA","CLT","Charlotte, NC","NC",658,656,-2,0,0,831,826,-5,0,0,0,0,322,0,0,0,0,0,"American Airlines Inc.","Washington, DC: Washington Dulles International"
"93",2019,1,17,4,14107,"WN","PHX","Phoenix, AZ","AZ","HOU","Houston, TX","TX",1155,1153,-2,0,0,1535,1515,-20,0,0,0,0,1020,0,0,0,0,0,"Southwest Airlines Co.","Phoenix, AZ: Phoenix Sky Harbor International"
"94",2019,1,4,5,14747,"AS","SEA","Seattle, WA","WA","LAX","Los Angeles, CA","CA",2150,2153,3,3,0,32,51,19,19,1,0,0,954,0,0,19,0,0,"Alaska Airlines Inc.","Seattle, WA: Seattle/Tacoma International"
"95",2019,1,10,4,14747,"AS","SEA","Seattle, WA","WA","KTN","Ketchikan, AK","AK",1530,1539,9,9,0,1630,1635,5,5,0,0,0,680,0,0,0,0,0,"Alaska Airlines Inc.","Seattle, WA: Seattle/Tacoma International"
"96",2019,1,30,3,11433,"DL","DTW","Detroit, MI","MI","ATL","Atlanta, GA","GA",825,1128,183,183,1,1053,1326,153,153,1,0,0,594,0,153,0,0,0,"Delta Air Lines Inc.","Detroit, MI: Detroit Metro Wayne County"
"97",2019,1,4,5,14869,"AA","SLC","Salt Lake City, UT","UT","DFW","Dallas/Fort Worth, TX","TX",1350,1352,2,2,0,1728,1722,-6,0,0,0,0,989,0,0,0,0,0,"American Airlines Inc.","Salt Lake City, UT: Salt Lake City International"
"98",2019,1,11,5,13930,"OO","ORD","Chicago, IL","IL","MCI","Kansas City, MO","MO",1605,1604,-1,0,0,1744,1750,6,6,0,0,0,403,0,0,0,0,0,"SkyWest Airlines Inc.","Chicago, IL: Chicago O'Hare International"
"99",2019,1,19,6,12451,"DL","JAX","Jacksonville, FL","FL","ATL","Atlanta, GA","GA",730,731,1,1,0,848,908,20,20,1,0,0,270,0,0,20,0,0,"Delta Air Lines Inc.","Jacksonville, FL: Jacksonville International"
"100",2019,1,27,7,12892,"DL","LAX","Los Angeles, CA","CA","SFO","San Francisco, CA","CA",1840,1838,-2,0,0,2010,1952,-18,0,0,0,0,337,0,0,0,0,0,"Delta Air Lines Inc.","Los Angeles, CA: Los Angeles International"
"101",2019,1,23,3,11057,"DL","CLT","Charlotte, NC","NC","ATL","Atlanta, GA","GA",1608,1701,53,53,1,1730,1846,76,76,1,0,0,226,24,0,23,0,29,"Delta Air Lines Inc.","Charlotte, NC: Charlotte Douglas International"
"102",2019,1,10,4,12191,"WN","HOU","Houston, TX","TX","MCO","Orlando, FL","FL",1505,1502,-3,0,0,1825,1800,-25,0,0,0,0,849,0,0,0,0,0,"Southwest Airlines Co.","Houston, TX: William P Hobby"
"103",2019,1,14,1,14635,"WN","RSW","Fort Myers, FL","FL","IND","Indianapolis, IN","IN",615,620,5,5,0,850,845,-5,0,0,0,0,945,0,0,0,0,0,"Southwest Airlines Co.","Fort Myers, FL: Southwest Florida International"
"104",2019,1,15,2,13495,"DL","MSY","New Orleans, LA","LA","LAX","Los Angeles, CA","CA",610,628,18,18,1,833,843,10,10,0,0,0,1670,0,0,0,0,0,"Delta Air Lines Inc.","New Orleans, LA: Louis Armstrong New Orleans International"
"105",2019,1,10,4,12478,"DL","JFK","New York, NY","NY","LAX","Los Angeles, CA","CA",815,811,-4,0,0,1155,1133,-22,0,0,0,0,2475,0,0,0,0,0,"Delta Air Lines Inc.","New York, NY: John F. Kennedy International"
"106",2019,1,4,5,11292,"OO","DEN","Denver, CO","CO","BFL","Bakersfield, CA","CA",1115,1112,-3,0,0,1306,1242,-24,0,0,0,0,845,0,0,0,0,0,"SkyWest Airlines Inc.","Denver, CO: Denver International"
"107",2019,1,22,2,12953,"WN","LGA","New York, NY","NY","DAL","Dallas, TX","TX",1735,1804,29,29,1,2040,2054,14,14,0,0,0,1381,0,0,0,0,0,"Southwest Airlines Co.","New York, NY: LaGuardia"
"108",2019,1,4,5,10620,"DL","BIL","Billings, MT","MT","SLC","Salt Lake City, UT","UT",610,610,0,0,0,749,726,-23,0,0,0,0,387,0,0,0,0,0,"Delta Air Lines Inc.","Billings, MT: Billings Logan International"
"109",2019,1,1,2,11066,"YX","CMH","Columbus, OH","OH","DCA","Washington, DC","VA",938,936,-2,0,0,1059,1043,-16,0,0,0,0,323,0,0,0,0,0,"Republic Airline","Columbus, OH: John Glenn Columbus International"
